dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSDCBx1FF9_62,"Hebrew Benevolent Society of Talbotton Resolutions, 1852","Hebrew Benevolent Society|Torah|Williamsburg, New York",Hebrew Benevolent Society,Hebrew Benevolent Society,"Letter from Abraham Cahn, secretary of the Hebrew Benevolent Society of Talbotton, Georgia, to Isaac Leeser. The letter informs Leeser of resolutions passed at a society meeting on September 18, 1852, to purchase a silver ornament for a Torah and present it to the newly built congregation in Williamsburg, New York.  The letter lists the society members and requests Leeser to publish the resolutions in the Occident, sending the bill to Talbotton. A wax seal is noted.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF9_62.xml,ark:/81431/p3zw19c6k,"https://iiif-images.library.upenn.edu/iiif/2/104051e6-e97a-47b5-9e94-391657d544b9%2Faccess/full/!600,600/0/default.jpg","Letter from Abraham Cahn to Isaac Leeser;September 27, 1852","Letter to Isaac Leeser from Cahn, Abraham;September 27, 1852",Letter,י״ד בְּתִשְׁרֵי תרי״ג,,1852-09-27,-3700425600,"September 27, 1852",https://colenda.library.upenn.edu/items/ark:/81431/p3zw19c6k/manifest,https://colenda.library.upenn.edu/catalog/81431-p3zw19c6k,ark:/81431/p3zw19c6k,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,True,ilcajs_b1f9_0059,,Abraham Cahn,Abraham Cahn,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF9_62,Talbotton,Q1383391,Talbotton,,32.67764,-84.53937,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b1f9_0059_1r.jpg|ilcajs_b1f9_0059_1v.jpg|ilcajs_b1f9_0059_2v.jpg,,
LSDCBx1FF5_41,Cincinnati Congregation's Response to Dr. Wise's Address: A Letter to Isaac Leeser,Synagogues|Congregational union|Dr. Wise's Address,Synagogues,Synagogues,Letter from Abraham Alexandre Lindo to Isaac Leeser discussing Dr. Wise's address and the need for a union of congregations. Lindo describes the positive reception of the address in Cincinnati and the steps taken to encourage the formation of the proposed union. He expresses hope that a general meeting of trustees will lead to the appointment of agents to attend the meeting proposed by Leeser and Wise.  Lindo plans to provide further details on the proposed union should the meeting be successful. The letter includes references to Isaiah and mentions Mr. Gutheime's role in disseminating the resolutions.,https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF5_41.xml,ark:/81431/p3fj29w0p,"https://iiif-images.library.upenn.edu/iiif/2/cfa00255-454e-4894-81ad-176523cbecf2%2Faccess/full/!600,600/0/default.jpg","Letter from Abraham Alexandre Lindo to Isaac Leeser;December 14, 1848","Letter to Isaac Leeser from Lindo, Abraham Alexandre;December 14, 1848",Letter,י״ט בְּכִסְלֵו תר״ט,14 December 5609,1848-12-14,-3819916800,"December 14, 1848",https://colenda.library.upenn.edu/items/ark:/81431/p3fj29w0p/manifest,https://colenda.library.upenn.edu/catalog/81431-p3fj29w0p,ark:/81431/p3fj29w0p,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,True,ilcajs_b1f5_0037,,Abraham Alexandre Lindo,Abraham Alexandre Lindo,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF5_41,Cincinnati,Q43196,Cincinnati,7013604,39.12711,-84.51439,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b1f5_0037_1r.jpg|ilcajs_b1f5_0037_1v.jpg|ilcajs_b1f5_0037_2v.jpg,,
LSDCBx1FF10_37,"Letter from Simha C. Peixotto to Isaac Leeser, May 18, 1853",Yellow Fever|The Occident|Jamaica,Yellow fever,Yellow Fever,"Letter from Simha C. Peixotto to Isaac Leeser, written in Kingston, Jamaica on May 18, 1853. Peixotto describes recovering from a recent illness (possibly yellow fever), the recent death of his mother, and his work. He requests copies of *The Occident* and discusses his publications. He mentions other acquaintances in Philadelphia, including Mr. Abraham Hart and Miss Gratz.  The letter is four pages long and written in English.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF10_37.xml,ark:/81431/p3513vg52,"https://iiif-images.library.upenn.edu/iiif/2/2461959a-ae87-4d2a-887d-16a8bdfdea64%2Faccess/full/!600,600/0/default.jpg","Letter from Simha C. Peixotto to Isaac Leeser;May 18, 1853","Letter to Isaac Leeser from Peixotto, Simha C.;May 18, 1853",Letter,י׳ בְּאִיָיר תרי״ג,,1853-05-18,-3680294400,"May 18, 1853",https://colenda.library.upenn.edu/items/ark:/81431/p3513vg52/manifest,https://colenda.library.upenn.edu/catalog/81431-p3513vg52,ark:/81431/p3513vg52,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f10_0037,,Simha C. Peixotto,Simha C. Peixotto,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF10_37,Kingston,Q34692,Kingston,,17.99702,-76.79358,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s).,English,English,,,,,,,ilcajs_b1f10_0037_1r.jpg|ilcajs_b1f10_0037_1v.jpg|ilcajs_b1f10_0037_2r.jpg|ilcajs_b1f10_0037_2v.jpg,,
KARP_50,Letter from St. Louis Describing the Revitalization of a Synagogue,Synagogue attendance|Religious life in St. Louis|American Judaism,Synagogue attendance,Synagogue attendance,"A letter from an anonymous writer in St. Louis, Missouri to Isaac Leeser in Philadelphia, Pennsylvania, dated March 7, expressing satisfaction with their current situation and describing the positive changes they have brought to the local synagogue, which is now well-attended.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/KARP_50.xml,,,Letter to Isaac Leeser,,Letter,,,7 March,,,,,,The Abraham J. Karp Collection of Judaica Americana,http://www.wikidata.org/wiki/Q124370279,,,,,,,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=KARP_50,St. Louis,Q38022,St. Louis,7014444,38.62727,-90.19789,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSDCBx2FF9_41,"Establishing a Sabbath School in Louisville: Gotthelf to Leeser, November 9, 1862","Sabbath Schools|Religious education|Louisville, KY",Sabbath Schools,Sabbath Schools,"Letter from Bernhard Henry Gotthelf to Isaac Leeser requesting books for a newly established Sabbath school in Louisville, Kentucky.  Gotthelf describes the school's activities and the individuals involved. He also mentions a movement within his congregation to engage a Rabbi and Preacher, expressing concerns about the potential candidate, Dr. Deutsch, and seeking Leeser's opinion on his character and religious views.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF9_41.xml,ark:/81431/p3cr5nz7p,"https://iiif-images.library.upenn.edu/iiif/2/c8e615b7-da4f-42dd-a3b7-df7a7b74f9df%2Faccess/full/!600,600/0/default.jpg","Letter from Bernhard Henry Gotthelf to Isaac Leeser;November 09, 1862","Letter to Isaac Leeser from Gotthelf, Bernhard Henry;November 09, 1862",Letter,ט״ז בְּחֶשְׁוָן תרכ״ג,,1862-11-09,-3381177600,"November 09, 1862",https://colenda.library.upenn.edu/items/ark:/81431/p3cr5nz7p/manifest,https://colenda.library.upenn.edu/catalog/81431-p3cr5nz7p,ark:/81431/p3cr5nz7p,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f9_0040,,Bernhard Henry Gotthelf,Bernard Henry Gotthelf,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF9_41,Louisville,Q43668,Louisville,7013915,38.25424,-85.75941,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,ilcajs_b2f9_0040_1r.jpg|ilcajs_b2f9_0040_1v.jpg,,
LSDCBx2FF1_21,"Samuel H. Cohen to Isaac Leeser, March 26, 1854",China|Jewish communities|Missionary work,China,China,"Letter from Samuel H. Cohen in San Francisco to Isaac Leeser in Philadelphia. Cohen discusses his arrival in San Francisco, his interactions with Leeser's agent Mr. C. Myers, and his efforts to promote Leeser's Bible translation.  He shares information about his inquiries regarding Jewish communities in China, specifically the lack of knowledge about such communities from Mr. Spear, who had been in Canton. Cohen emphasizes the need to establish communication with the people of Kai-fong-foo, suggesting a strategy similar to that of the Jesuits. He expresses willingness to join a mission to Shanghai if compensated. The letter includes details about the challenges of communication with Chinese officials and the importance of financial incentives.  Images of three pages from the letter are included in the manuscript.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_21.xml,ark:/81431/p3wh2f12s,"https://iiif-images.library.upenn.edu/iiif/2/de3a77aa-f1ca-4814-8ead-b7074205cba0%2Faccess/full/!600,600/0/default.jpg","Letter from Samuel Hyman Cohen to Isaac Leeser;March 26, 1854","Letter to Isaac Leeser from Cohen, Samuel Hyman;March 26, 1854",Letter,כ״ו בַּאֲדָר תרי״ד,,1854-03-26,-3653337600,"March 26, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p3wh2f12s/manifest,https://colenda.library.upenn.edu/catalog/81431-p3wh2f12s,ark:/81431/p3wh2f12s,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0021,,Samuel Hyman Cohen,Samuel Hyman Cohen,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_21,San Francisco,Q62,San Francisco,7014456,37.77493,-122.41942,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b2f1_0021_1r.jpg|ilcajs_b2f1_0021_1v.jpg|ilcajs_b2f1_0021_2r.jpg,,
LSKAP0212,"Letter from H. Levinson to Isaac Leeser, December 28, 1849",The Occident|Financial transactions|Texas,The Occident,The Occident,"Letter from H. Levinson in Brenham, Texas to Isaac Leeser in Philadelphia, Pennsylvania. Levinson encloses a three-dollar bill for Leeser's publication, *The Occident*, and requests that a copy be sent to Messrs. Harman & Levinson in Brenham, Texas.  A link to the relevant pages of *The Occident* is included.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0212.xml,ark:/81431/p3d183,"https://iiif-images.library.upenn.edu/iiif/2/4f7b7463-67a9-43da-beef-ee3dd0803da8%2Faccess/full/!600,600/0/default.jpg","Letter from H. Levinson to Isaac Leeser;December 28, 1849","Letter to Isaac Leeser from Levinson, H.;December 28, 1849",Letter,י״ג בְּטֵבֵת תר״י,,1849-12-28,-3787171200,"December 28, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3d183/manifest,https://colenda.library.upenn.edu/catalog/81431-p3d183,ark:/81431/p3d183,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0212,,H. Levinson,"Levinson, H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0212,Brenham,Q908929,Brenham,,30.16688,-96.39774,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s) on 2 sheet(s).,English,English,,,,,,,LSKAP0212_1r.jpg|LSKAP0212_2v.jpg,,
LSDCBx1FF2_12,Inquiry Regarding Jewish Beliefs on Jesus Christ,Jewish identity in the South|Christianity and Judaism|Religious belief in America,Jewish identity in the South,Jewish identity in the South,"Letter from D. Jacobs of Beaufort, South Carolina, to Isaac Leeser in Philadelphia, Pennsylvania, dated September 26, 1834.  Jacobs, identifying himself as a Jew, seeks Leeser's opinion on the Christian belief in Jesus as the redeemer of mankind, expressing his own uncertainty about how to reconcile traditional Jewish beliefs with Christian perspectives. He mentions the scrutiny he faces from Christians in Beaufort and desires a thoughtful response to questions about Jewish beliefs regarding Jesus.  The letter is written on one sheet of letter paper, comprising four pages. A wax seal is present.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF2_12.xml,ark:/81431/p35t3gr6h,"https://iiif-images.library.upenn.edu/iiif/2/887198dc-b253-404a-9fdd-f04e14d12bc1%2Faccess/full/!600,600/0/default.jpg","Letter from D. Jacobs to Isaac Leeser;September 26, 1834","Letter to Isaac Leeser from Jacobs, D.;September 26, 1834",Letter,כ״ב בֶּאֱלוּל תקצ״ד,,1834-09-26,-4268592000,"September 26, 1834",https://colenda.library.upenn.edu/items/ark:/81431/p35t3gr6h/manifest,https://colenda.library.upenn.edu/catalog/81431-p35t3gr6h,ark:/81431/p35t3gr6h,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f1_0010,ilcajs_b1f1,D. Jacobs,"Jacobs, D.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF2_12,Beaufort,Q813376,Beaufort,,32.43158,-80.66983,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s).,English,,,,,,,,ilcajs_b1f1_0010_1r.jpg|ilcajs_b1f1_0010_1v.jpg|ilcajs_b1f1_0010_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0010_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0010_1v.tif|sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0010_2v.tif,
LSKAP20-1046,,Self-improvement|Success|Philosophy of life,Self-improvement,Self-improvement,"Two-page letter written on one sheet of paper. The author offers advice on seeking success in life, emphasizing the importance of consistent effort and attention to detail.  The letter uses several analogies, including the alphabet's relation to language and a clergyman's approach to preaching, to illustrate the concept of building towards larger achievements through smaller steps. The writer also addresses melancholy, suggesting remedies like observing the good in the world and reading.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP20-1046.xml,,,Letter from L. R. J. to,,Letter,,,,,,,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,leeser_20_1046,,L. R. J.,L. R. J.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP20-1046,,,Philadelphia,,,,Philadelphia,,,,,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,leeser_20_1046_001.jpg|leeser_20_1046_002.jpg,,
LSDCBx1FF6_51,Letter from Isidor Busch to Isaac Leeser Regarding Torah Sales and the Occident,Torah sales|Occident (newspaper)|Prayer books,Torah sales,Torah sales,"Letter from Isidor Bush to Isaac Leeser discussing the sale of Torahs, an advertisement in the Occident, and Dr. Wortmann's affairs. Bush mentions that a copy of the Torah is excellent and perfect, despite being 28 inches long. He also discusses the price and potential advertisement in the Occident. The letter also touches upon the sales of Frank's prayer book and subscription difficulties for Leeser's writings.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF6_51.xml,ark:/81431/p3f76702k,"https://iiif-images.library.upenn.edu/iiif/2/9db26f82-2765-437a-a5f8-39570896a7bc%2Faccess/full/!600,600/0/default.jpg","Letter from Isidor Bush to Isaac Leeser;July 20, 1849","Letter to Isaac Leeser from Bush, Isidor;July 20, 1849",Letter,א׳ בְּאָב תר״ט,,1849-07-20,-3801081600,"July 20, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3f76702k/manifest,https://colenda.library.upenn.edu/catalog/81431-p3f76702k,ark:/81431/p3f76702k,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f6_0047,ilcajs_b1f6,Isidor Bush,Isidor Bush,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6080847,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF6_51,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s).,English | Yiddish,English | Yiddish,TRUE,,,,,,ilcajs_b1f6_0047_1r.jpg|ilcajs_b1f6_0047_1v.jpg,sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0047_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f6\ilcajs_b1f6_0047_1v.tif,
LSKAP_NC-28,,Jewish journalism|Rabbinic literature|Interfaith relations,Jewish journalism,Jewish journalism,"Two-page letter discussing a dispute between Isaac Leeser, editor of the Occident, and Rabbi Solomon Jacobs, published in the Asmonean. The author, Joseph Halevi, laments the conflict and emphasizes the importance of humility and peace within the Jewish community.  The letter includes extensive quotes from Talmudic and rabbinic sources and expresses concern over the acrimonious exchange between the two prominent figures.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP_NC-28.xml,,,Letter from Joseph L. Halevi to,,Letter,,,,,,,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,,,Joseph L. Halevi,Joseph L. Halevi,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP_NC-28,,,Philadelphia,,,,Philadelphia,,,,,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,,,
LSDCBx2FF11_46,Request to Publish Correction in *The Occident*,The Occident|The Israelite|Public Reputation,The Occident,The Occident,"Felsenthal requests that Leeser publish a short statement in the next issue of *The Occident* to correct false statements made about him in another publication, *The Israelite*. He explains that he will not engage with *The Israelite* any further.  The letter was written from Louisville, Kentucky where Felsenthal is visiting family.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF11_46.xml,ark:/81431/p3bc3th4m,"https://iiif-images.library.upenn.edu/iiif/2/650fef2e-3764-4642-8f61-5f98aa4a96c7%2Faccess/full/!600,600/0/default.jpg","Letter from B. Felsenthal to Isaac Leeser;August 22, 1864","Letter to Isaac Leeser from Felsenthal, B.;August 22, 1864",Letter,כ׳ בְּאָב תרכ״ד,,1864-08-22,-3324844800,"August 22, 1864",https://colenda.library.upenn.edu/items/ark:/81431/p3bc3th4m/manifest,https://colenda.library.upenn.edu/catalog/81431-p3bc3th4m,ark:/81431/p3bc3th4m,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f11_0045,,B. Felsenthal,Bernhard Felsenthal,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF11_46,Louisville,Q43668,Louisville,7013915,38.25424,-85.75941,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF2_5,"Letter from Zalma Rehine to Isaac Leeser, October 14, 1829",Travel|Social relations|Philadelphia,Travel,Travel,"Letter from Zalma Rehine to Isaac Leeser, written in Richmond, VA on October 14, 1829. Rehine describes a pleasant journey to Richmond, inquires about the well-being of friends and family in Philadelphia, and shares details about a positive experience with Mr. and Mrs. Piexatto.  The letter also contains personal messages for various individuals and expresses a desire to reciprocate kindness.  A postscript playfully mentions informing on someone's behavior and a mention of a cake.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF2_5.xml,ark:/81431/p3222rz2p,"https://iiif-images.library.upenn.edu/iiif/2/1a54e59e-16e1-4fd7-9be7-59670f3c2775%2Faccess/full/!600,600/0/default.jpg","Letter from Zalma Rehine to Isaac Leeser;October 14, 1829","Letter to Isaac Leeser from Rehine, Zalma;October 14, 1829",Letter,י״ז בְּתִשְׁרֵי תק״צ,,1829-10-14,-4424803200,"October 14, 1829",https://colenda.library.upenn.edu/items/ark:/81431/p3222rz2p/manifest,https://colenda.library.upenn.edu/catalog/81431-p3222rz2p,ark:/81431/p3222rz2p,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f1_0004,ilcajs_b1f1,Zalma Rehine,Zalma Rehine,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q119172623,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF2_5,Richmond,Q43421,Richmond,7013964,37.55376,-77.46026,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,,,,,,,,ilcajs_b1f1_0004_1r.jpg|ilcajs_b1f1_0004_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0004_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0004_2v.tif,
LSDCBx2FF6_25,"Raphall to Leeser Regarding 'On Jewish Doctrines', August 17, 1859",Jewish doctrines|Occident (journal)|Religious scholarship,Jewish doctrines,Jewish doctrines,"Letter from Morris J. Raphall to Isaac Leeser discussing a paper on Jewish doctrines. Raphall mentions sending a paper to Leeser, and that the paper is growing longer than expected, that he intends to divide the paper at page 6, and that the whole paper will likely reach 12 pages. He requests to see a proof before publication and says he will return it promptly after review. The letter includes a reference to ""The Occident,"" indicating that the paper is possibly intended for publication in the journal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF6_25.xml,ark:/81431/p3ff3mk6m,"https://iiif-images.library.upenn.edu/iiif/2/e3cabe5b-295e-4b5a-a91a-7134db7373ac%2Faccess/full/!600,600/0/default.jpg","Letter from Morris J. (Morris Jacob) Raphall to Isaac Leeser;August 17, 1859","Letter to Isaac Leeser from Raphall, Morris J. (Morris Jacob), 1798-1868;August 17, 1859",Letter,י״ז בְּאָב תרי״ט,,1859-08-17,-3483129600,"August 17, 1859",https://colenda.library.upenn.edu/items/ark:/81431/p3ff3mk6m/manifest,https://colenda.library.upenn.edu/catalog/81431-p3ff3mk6m,ark:/81431/p3ff3mk6m,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,True,ilcajs_b2f6_0024,,Morris Jacob Raphall,Morris Jacob Raphall,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF6_25,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,ilcajs_b2f6_0024_1r.jpg|ilcajs_b2f6_0024_1v.jpg,,
LSDCBx2FF4_18,"Letter from Isidor Bush to Isaac Leeser, March 19, 1857",Jewish community in St. Louis|Jewish journalism|Fundraising,Jewish community in St. Louis,Jewish community in St. Louis,"Letter from Isidor Bush in St. Louis, Missouri to Isaac Leeser in Philadelphia, Pennsylvania, dated March 19, 1857. Bush expresses gratitude for Leeser's letter and discusses Leeser's potential future endeavors, expressing concern about Leeser abandoning his work in Jewish interests. Bush also mentions his attempts to solicit subscriptions for Leeser's project, and his difficulty in doing so. He offers advice on Leeser's publications. Finally, Bush requests Leeser's assistance in collecting a debt from Michael de Young.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF4_18.xml,,,"Letter from Isidor Bush to Isaac Leeser;March 19, 1857","Letter to Isaac Leeser from Bush, Isidor;March 19, 1857",Letter,כ״ג בַּאֲדָר תרי״ז,,1857-03-19,-3559248000,"March 19, 1857",,,,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,,,Isidor Bush,Isidor Bush,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q6080847,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF4_18,St. Louis,Q38022,St. Louis,7014444,38.62727,-90.19789,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,TRUE,,,,,,,,
LSKAP0183,Marriage Permission for Reuben Heyman and Jeanette Heyneberg,Marriage licenses|Jewish marriage ceremonies|Portuguese Congregation,Marriage licenses,Marriage licenses,"A letter granting permission to Reverend Isaac Leeser to perform a marriage ceremony between Mr. Reuben Heyman and Miss Jeanette Heyneberg on April 5th, 1849, at 1 o'clock, according to Jewish law and the customs of the Portuguese Congregation in Philadelphia.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0183.xml,ark:/81431/p3zr1n,"https://iiif-images.library.upenn.edu/iiif/2/c6d59744-3d64-4ea8-aa23-dbe7c39efaca%2Faccess/full/!600,600/0/default.jpg","Letter from Abraham Hart to Isaac Leeser;April 03, 1849","Letter to Isaac Leeser from Hart, Abraham;April 03, 1849",Letter,י״א בְּנִיסָן תר״ט,Kislev 24th 5598,1849-04-03,-3810412800,"April 03, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3zr1n/manifest,https://colenda.library.upenn.edu/catalog/81431-p3zr1n,ark:/81431/p3zr1n,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0183,,Abraham Hart,"Hart, Abraham",,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4668894,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0183,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSKAP0290a,Subscription to *The Occident* and Inquiry about New Bible Edition,The Occident|Hebrew Young Men's Literary Association|Bible,The Occident,The Occident,"Letter from Jacob Seligman, librarian of the Hebrew Young Men's Literary Association in New York City, to Isaac Leeser in Philadelphia. Seligman encloses three dollars for a subscription to *The Occident* and inquires about the publication date of Leeser's new edition of the Bible.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0290a.xml,,,"Letter from Jacob Seligman to Isaac Leeser;January 11, 1853","Letter to Isaac Leeser from Seligman, Jacob;January 11, 1853",Letter,ב׳ בִּשְׁבָט תרי״ג,,1853-01-11,-3691267200,"January 11, 1853",,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,il_kaplan_20_921,,Jacob Seligman,"Seligman, Jacob",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0290a,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,il_kaplan_20_921_body0001.jpg|il_kaplan_20_921_body0002.jpg,,
